Item Code-رقم الصنف|Barcode-الباركود|Product Name Arabic-اسم الصنف عربى|Description Arabic-وصف الصنف عربى|Product Name English-اسم الصنف انجليزى|Description English-وصف الصنف انجليزى|Unit Item Barcode-الباركود للوحدة |No Of Unit Items-عدد الوحدات|Unit Weight/size-وزن/سعة الوحدة|Unit UOM-وحدة القياس|Package UOM-وحدة قياس الحزمة-التغليف|Cost Price-سعر التكلفة|Selling Price-سعر البيع|Brand-Trade Mark English-اسم العلامة التجارية انجليزى|Brand-Trade Mark Arabic-اسم العلامة التجارية عربى|MoCI Product Group-المجموعة السلعية - بالوزارة|Country of Oragen Name-اسم بلد المنشأ|Country of Oragen ISO3-كود 3 لبلد المنشأ|HS Code-رمز المنسق الجمركي|Supplier CR-رقم السجل التجارى للمورد|Supplier Name-اسم المورد|Category Level 1-تصنيف السلعة 1|Category Level 2-تصنيف السلعة 2|Category Level 3-تصنيف السلعة 3|Category Level 4-تصنيف السلعة 4|Width-العرض|Height-الطول|Depth-الارتفاع
270033|5711953135682|بوك شبيه القشطة معقم 160جرام                                |بوك شبيه القشطة معقم 160جرام                                |PUCK STERILIZED CREAM PLAIN 160GM                           |PUCK STERILIZED CREAM PLAIN 160GM                           ||1|0.16|KG|PCS|4.75|5.25|PUCK                ||CREAM (COOKING-WHIPPING) - الكريمة الطبخ الخفق|Qatar                                   |Qatar                                   |21069099|0|ARLA FOODS QATAR W.L.L                            |||||||
256249|40900400265|باسكن روبنز خميرة مخفوقه شديدة الخفة                        |باسكن روبنز خميرة مخفوقه شديدة الخفة                        |BASKIN ROBBINS WHIPPED LIGHT CREAM 425G                     |BASKIN ROBBINS WHIPPED LIGHT CREAM 425G                     ||1|0.425|KG|PCS|23.5|25.75|BASKIN ROBBINS      ||CREAM (COOKING-WHIPPING) - الكريمة الطبخ الخفق|Qatar                                   |Qatar                                   |21069099|0|TRANSIND TRADING AND DISTRIBUTION                 |||||||
267180|6191514011102|سمارت شيف تحضير الكريمة المخفوقة 72 جم                      |سمارت شيف تحضير الكريمة المخفوقة 72 جم                      |SMART CHEF PREP FOR WHIPPED CREAM 72G                       |SMART CHEF PREP FOR WHIPPED CREAM 72G                       ||1|0.072|KG|PCS|6.75|7.25|SMART CHEF          ||CREAM (COOKING-WHIPPING) - الكريمة الطبخ الخفق|Qatar                                   |Qatar                                   |21069099|CR 42109                                |UNIVERSAL BUSINESS LIMITED                        |||||||
247048|9501100118233|ريم غسول هاي فوم معطر 3 كيلو                                |ريم غسول هاي فوم معطر 3 كيلو                                |REEM HIGH FOAM DET 3KG BAG                                  |REEM HIGH FOAM DET 3KG BAG                                  ||1|3|KG|PCS|10.882|13.25|REEM                ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
256912|8001841709901|أريل اوريجنال 1.5 كغ سبيسيال أفر                            |أريل اوريجنال 1.5 كغ سبيسيال أفر                            |ARIEL LS ORIG 1.5KG @SPC OFF                                |ARIEL LS ORIG 1.5KG @SPC OFF                                ||1|1.5|KG|PCS|16.39|16.5|ARIEL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
256913|8001841725147|تيد اوريجنال 1.5 كغ سبيسيال أفر                             |تيد اوريجنال 1.5 كغ سبيسيال أفر                             |TIDE HS ORG B8 1.5KG@SPC OFF                                |TIDE HS ORG B8 1.5KG@SPC OFF                                ||1|1.5|KG|PCS|15.89|16|TIDE                ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
256914|8001841725208|تيد جسمين حث 1.5 كغ سبيسيال أفر                             |تيد جسمين حث 1.5 كغ سبيسيال أفر                             |TIDE HS JAS B8 1.5KG@SPC OFF                                |TIDE HS JAS B8 1.5KG@SPC OFF                                ||1|1.5|KG|PCS|15.89|16|TIDE                ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
261766|8001841291086|مسحوق غسيل اريال 1.5 كجم  )                                 |مسحوق غسيل اريال 1.5 كجم  )                                 |ARIEL DETERGENT POWDER 1.5KG(DAG RENKLI+AQUA PUDRA)         |ARIEL DETERGENT POWDER 1.5KG(DAG RENKLI+AQUA PUDRA)         ||1|1.5|KG|PCS|12|13.75|ARIEL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|TRANSIND TRADING AND DISTRIBUTION                 |||||||
252350|8001841534534|أريل حث  وذ ذي توش أف دوني 3 كغ                             |أريل حث  وذ ذي توش أف دوني 3 كغ                             |ARIEL HS WASHING POWDER 3KG                                 |ARIEL HS WASHING POWDER 3KG                                 ||1|3|KG|PCS|30|31.5|ARIEL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
220170|9501100118394|بيرل هاى فوم 110 جرام                                       |بيرل هاى فوم 110 جرام                                       |PEARL HIGH FOAM POWDER 110GM                                |PEARL HIGH FOAM POWDER 110GM                                ||1|0.11|KG|PCS|1.58|1.75|PEARL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
263477|9501100117045|جوهرة بلس رغوة عالية التنظيف110                             |جوهرة بلس رغوة عالية التنظيف110                             |JAWAHAR PLUS HF DETERGENT 110GM                             |JAWAHAR PLUS HF DETERGENT 110GM                             ||1|0.11|KG|PCS|0.99|1.25|JAWAHAR             ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
259343|8001841725260|اريال مسحوق غسيل اتش اس الأصلي 3 كغ                         |اريال مسحوق غسيل اتش اس الأصلي 3 كغ                         |ARIEL FP HS ORIGINAL 3KG@SP                                 |ARIEL FP HS ORIGINAL 3KG@SP                                 ||1|3|KG|PCS|32.75|32.75|ARIEL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
264485|8001841932514|تايد مسحوق غسيل 3 كلغ                                       |تايد مسحوق غسيل 3 كلغ                                       |TIDE LS ORIGINAL 3KG FP @SP 27%                             |TIDE LS ORIGINAL 3KG FP @SP 27%                             ||1|3|KG|PCS|31|31|TIDE                ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
264484|8001841932484|تايد مسحوق غسيل 3 كلغ                                       |تايد مسحوق غسيل 3 كلغ                                       |TIDE HS ORIGINAL 3KG FP @SP 27%                             |TIDE HS ORIGINAL 3KG FP @SP 27%                             ||1|3|KG|PCS|31|31|TIDE                ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
220171|9501100118066|بيرل هاى فوم 260 جرام                                       |بيرل هاى فوم 260 جرام                                       |PEARL HIGH FOAM POWDER 260GM                                |PEARL HIGH FOAM POWDER 260GM                                ||1|0.26|KG|PCS|2.7|3|PEARL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
259344|8001841725239|ايريال صابون ملابس 3 كلغ                                    |ايريال صابون ملابس 3 كلغ                                    |ARIEL FP LS ORIGINAL 3KG@SP                                 |ARIEL FP LS ORIGINAL 3KG@SP                                 ||1|3|KG|PCS|32.81|33|ARIEL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
220175|9501100118387|بيرل  اتوماتيك 260 جرام                                     |بيرل  اتوماتيك 260 جرام                                     |PEARL LOW FOAM POWDER 260GM                                 |PEARL LOW FOAM POWDER 260GM                                 ||1|0.26|KG|PCS|2.7|3|PEARL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
247098|6281006506121|أومو باودر 110 جم لغسالات التحميل العلوي                    |أومو باودر 110 جم لغسالات التحميل العلوي                    |OMO DETERGENT TOP LOAD 110GM                                |OMO DETERGENT TOP LOAD 110GM                                ||1|0.11|KG|PCS|2.12|2.25|OMO                 ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
263500|6300900140078|جوهرة بلس - مسحوق غسيل عالي 2 كجم                           |جوهرة بلس - مسحوق غسيل عالي 2 كجم                           |JAWHARA PLUS HF DETERGENT 2KG@                              |JAWHARA PLUS HF DETERGENT 2KG@                              ||1|2|KG|PCS|12.5|13.25|JAWHARA             ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
261767|5413149634015|اريال مسحوق غسيل 1.5 كجم                                    |اريال مسحوق غسيل 1.5 كجم                                    |ARIEL DETERGENT POWDER 1.5KG(DAG ESINTISI-AQUA PUDRA)       |ARIEL DETERGENT POWDER 1.5KG(DAG ESINTISI-AQUA PUDRA)       ||1|1.5|KG|PCS|12|13.75|ARIEL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|CR.No:36286                             |AL KHALAF TRADING & MARKETING                     |||||||
263502|6300900140108|جوهرة بلس - سائل غسيل 6 كجم                                 |جوهرة بلس - سائل غسيل 6 كجم                                 |JAWHARA PLUS HF DETERGENT 6KG@SP                            |JAWHARA PLUS HF DETERGENT 6KG@SP                            ||1|6|KG|PCS|27.273|31.5|JAWHARA             ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
222819|9501100118035|بيرل مسحوق غسيل اوتوماتيك 1.5 كجم                           |بيرل مسحوق غسيل اوتوماتيك 1.5 كجم                           |PEARL AUTOMATIC POWDER 1.5KG@SP                             |PEARL AUTOMATIC POWDER 1.5KG@SP                             ||1|1.5|KG|PCS|10|11|PEARL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
271143|5283009709159|برسيل ريجينا مسحوق غسيل عميق 6 كجم                          |برسيل ريجينا مسحوق غسيل عميق 6 كجم                          |PERSIL POWDER DEEP CLEAN REGINA LF 6KG @SP                  |PERSIL POWDER DEEP CLEAN REGINA LF 6KG @SP                  ||1|18|KG|PCS|51|51.5|PERSIL              ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|ARABIAN SUPPLIES W.L.L                            |||||||
247100|6281006506145|أومو باودر 260 جم لغسالات التحميل الأمامي                   |أومو باودر 260 جم لغسالات التحميل الأمامي                   |OMO DETERGENT FRONT LOAD 260GM                              |OMO DETERGENT FRONT LOAD 260GM                              ||1|0.26|KG|PCS|3.86|4.25|OMO                 ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
247099|6281006506114|أومو باودر 260 جم لغسالات التحميل العلوي                    |أومو باودر 260 جم لغسالات التحميل العلوي                    |OMO DETERGENT TOP LOAD 260GM                                |OMO DETERGENT TOP LOAD 260GM                                ||1|0.26|KG|PCS|3.86|4.25|OMO                 ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
222818|9501100118004|بيرل مسحوق غسيل عادي عالي الرغوة 1.5 كجم                    |بيرل مسحوق غسيل عادي عالي الرغوة 1.5 كجم                    |PEARL HIGH FOAM POWDER 1.5KG@SP                             |PEARL HIGH FOAM POWDER 1.5KG@SP                             ||1|1.5|KG|PCS|10|11|PEARL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
271142|5283009709272|برسيل ريجينا مسحوق غسيل عميق 4 × 4 كجم                      |برسيل ريجينا مسحوق غسيل عميق 4 × 4 كجم                      |PERSIL POWDER DEEP CLEAN REGINA LF 4X4KG @SP                |PERSIL POWDER DEEP CLEAN REGINA LF 4X4KG @SP                ||1|16|KG|PCS|35|35.5|PERSIL              ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|ARABIAN SUPPLIES W.L.L                            |||||||
225245|9501100115034|بيرل مسحوق غسيل عالي الرغوة 3 كجم                           |بيرل مسحوق غسيل عالي الرغوة 3 كجم                           |PEARL HIGH FOAM POWDER 3KG@SP OFFER                         |PEARL HIGH FOAM POWDER 3KG@SP OFFER                         ||1|3|KG|PCS|18.18|21|PEARL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
248893|6281006506220|أومو مسحوق الغسيل 2.5 كجم العلوي عبوة بسعر خاص              |أومو مسحوق الغسيل 2.5 كجم العلوي عبوة بسعر خاص              |OMO POWDER TOPLOAD 2.5KG@SP                                 |OMO POWDER TOPLOAD 2.5KG@SP                                 ||1|2.5|KG|PCS|24.34|26.25|OMO                 ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
240682|8001841014265|تيد اوريجنال 260 قرمص                                       |تيد اوريجنال 260 قرمص                                       |TIDE HS ORIGINAL 260GM                                      |TIDE HS ORIGINAL 260GM                                      ||1|0.26|KG|PCS|3.06|3.25|TIDE                ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
241076|8001841014296|أريل LS اوريجنال 260 قرمص                                   |أريل LS اوريجنال 260 قرمص                                   |ARIEL LS ORIG POWDER 260GM                                  |ARIEL LS ORIG POWDER 260GM                                  ||1|0.26|KG|PCS|4.25|4.75|ARIEL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
248894|6281006506237|أومو مسحوق الغسيل 2.5 كجمالأمامي عبوة بسعر خاص              |أومو مسحوق الغسيل 2.5 كجمالأمامي عبوة بسعر خاص              |OMO FRONT LOAD 2.5KG@SP                                     |OMO FRONT LOAD 2.5KG@SP                                     ||1|2.5|KG|PCS|24.34|26.25|OMO                 ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
252713|5283009703072|برسيل بودر لافندر 4 كج %20عرض سعر                           |برسيل بودر لافندر 4 كج %20عرض سعر                           |PERSIL PWDR LVNDER LF 4KG@SP                                |PERSIL PWDR LVNDER LF 4KG@SP                                ||1|4|KG|PCS|33.5|33.75|PERSIL              ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|ARABIAN SUPPLIES W.L.L                            |||||||
251751|8001841533520|تيد HS وذ توش أف دوني 110g                                  |تيد HS وذ توش أف دوني 110g                                  |TIDE HS WASHING POWDER 110GM                                |TIDE HS WASHING POWDER 110GM                                ||1|0.11|KG|PCS|1.7|2|TIDE                ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
229038|9501100118295|صابون أوتوماتيك اللؤلؤة (بيرل) 3 كلغ                        |صابون أوتوماتيك اللؤلؤة (بيرل) 3 كلغ                        |PEARL AUTOMATIC 3KG BAG @SP                                 |PEARL AUTOMATIC 3KG BAG @SP                                 ||1|3|KG|PCS|18.18|21|PEARL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
220172|9501100118486|بيرل هاى فوم.5 1 كيلو                                       |بيرل هاى فوم.5 1 كيلو                                       |PEARL HIGH FOAM POWDER 1.5KG                                |PEARL HIGH FOAM POWDER 1.5KG                                ||1|1.5|KG|PCS|17.3|19|PEARL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
255423|8001841533438|تايد ال اس اوريج مسحوق غسيل 1.5 كجم                         |تايد ال اس اوريج مسحوق غسيل 1.5 كجم                         |TIDE LS ORIG DETERGENT POWDER 1.5KG                         |TIDE LS ORIG DETERGENT POWDER 1.5KG                         ||1|1.5|KG|PCS|20.54|21.5|TIDE                ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
252711|5283009703065|برسيل بودر 4 كج %20 عرض سعر                                 |برسيل بودر 4 كج %20 عرض سعر                                 |PERSIL POWDER CLEAN REGINA LF 4KG@SP                        |PERSIL POWDER CLEAN REGINA LF 4KG@SP                        ||1|4|KG|PCS|33.5|33.75|PERSIL              ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|ARABIAN SUPPLIES W.L.L                            |||||||
252348|8001841534442|أريل حث اوريجنال 1.5خقق                                     |أريل حث اوريجنال 1.5خقق                                     |ARIEL HS ORIG 1.5KG                                         |ARIEL HS ORIG 1.5KG                                         ||1|1.5|KG|PCS|23.59|24.5|ARIEL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
240561|9501100117595|مسحوق بيرل  هاي فوم مع منعم ملابس برائحة اللافندر  1.5K.g   |مسحوق بيرل  هاي فوم مع منعم ملابس برائحة اللافندر  1.5K.g   |PEARL HF LAVENDER+FABCON 1.5KG                              |PEARL HF LAVENDER+FABCON 1.5KG                              ||1|1.5|KG|PCS|17.3|19|PEARL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
241122|6001106110222|فانش باور اوكسيجين باودر 1 كيلو                             |فانش باور اوكسيجين باودر 1 كيلو                             |VANISH POWER O2 POWDER 1KG                                  |VANISH POWER O2 POWDER 1KG                                  ||1|1|KG|PCS|46.17|50.75|VANISH              ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|CR.NO:1899                              |QATAR QUALITY PRODUCTS                            |||||||
256911|8001841709932|أريل اوريجنال LS طقق سبيسيال أفر                            |أريل اوريجنال LS طقق سبيسيال أفر                            |ARIEL LS ORG B15 6KG@SPC OFF                                |ARIEL LS ORG B15 6KG@SPC OFF                                ||1|6|KG|PCS|64.9|65|ARIEL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
238399|6001106108380|فانش للملابس الملونة 500 جم                                 |فانش للملابس الملونة 500 جم                                 |VANISH POWDER M/ACTION 500GM                                |VANISH POWDER M/ACTION 500GM                                ||1|0.5|KG|PCS|25.29|28|VANISH              ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|CR.NO:1899                              |QATAR QUALITY PRODUCTS                            |||||||
241083|8001841014388|تيد HS اوريجنال 3 كغ                                        |تيد HS اوريجنال 3 كغ                                        |TIDE HS ORIG POWDER 3KG                                     |TIDE HS ORIG POWDER 3KG                                     ||1|3|KG|PCS|38.73|40|TIDE                ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
256910|8001841710020|أريل اوريجنال 6 كغ سبيسيال أفرس                             |أريل اوريجنال 6 كغ سبيسيال أفرس                             |ARIEL HS ORG B15 6KG@SPC OFF                                |ARIEL HS ORG B15 6KG@SPC OFF                                ||1|6|KG|PCS|64.89|65|ARIEL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
220176|9501100118509|بيرل  اتوماتيك.5 1 كيلو                                     |بيرل  اتوماتيك.5 1 كيلو                                     |PEARL LOW FOAM POWDER 1.5KG                                 |PEARL LOW FOAM POWDER 1.5KG                                 ||1|1.5|KG|PCS|17.3|19|PEARL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
240563|9501100117625|مسحوق بيرل لوفوم مع منعم ملابس برائحة اللافندر 1.5K.g       |مسحوق بيرل لوفوم مع منعم ملابس برائحة اللافندر 1.5K.g       |PEARL LF LAVENDER+FABCON 1.5KG                              |PEARL LF LAVENDER+FABCON 1.5KG                              ||1|1.5|KG|PCS|17.3|19|PEARL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
250987|6281006544383|اومو كيس مسحوق غسيل 2.5 كلغ                                 |اومو كيس مسحوق غسيل 2.5 كلغ                                 |OMO TOP LOAD POWDER 2.5KG TP@SP                             |OMO TOP LOAD POWDER 2.5KG TP@SP                             ||1|2.5|KG|PCS|42.75|42.75|OMO                 ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
271141|5283009709289|برسيل مسحوق غسيل لافندر عميق 4 × 4 كجم                      |برسيل مسحوق غسيل لافندر عميق 4 × 4 كجم                      |PERSIL POWDER DEEP CLEAN LAVENDER LF 4X4KG @SP              |PERSIL POWDER DEEP CLEAN LAVENDER LF 4X4KG @SP              ||1|16|KG|PCS|35|35.5|PERSIL              ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|ARABIAN SUPPLIES W.L.L                            |||||||
247101|6281006506169|أومو باودر 1.5 كجم لغسالات التحميل العلوي                   |أومو باودر 1.5 كجم لغسالات التحميل العلوي                   |OMO DETERGENT TOP LOAD 1.5KG                                |OMO DETERGENT TOP LOAD 1.5KG                                ||1|1.5|KG|PCS|20.8|22.5|OMO                 ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
251750|8001841533490|تيد HS وذ توش دوني 3kg                                      |تيد HS وذ توش دوني 3kg                                      |TIDE HS WASHING POWDER 3KG                                  |TIDE HS WASHING POWDER 3KG                                  ||1|3|KG|PCS|39.8|41.5|TIDE                ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
238398|6001106117849|فانش بودرللملابس البيضاء 400جم                              |فانش بودرللملابس البيضاء 400جم                              |VANISH CRYSTAL WHITE POWDER 400GM                           |VANISH CRYSTAL WHITE POWDER 400GM                           ||1|0.4|KG|PCS|25.29|28|VANISH              ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|CR.NO:1899                              |QATAR QUALITY PRODUCTS                            |||||||
220173|9501100118011|يرل هاى فومم 3  كيلو                                        |يرل هاى فومم 3  كيلو                                        |PEARL HIGH FOAM POWDER 3KG                                  |PEARL HIGH FOAM POWDER 3KG                                  ||1|3|KG|PCS|32|35.25|PEARL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
240680|8001841014357|تيد جسمين 1.5 كغ                                            |تيد جسمين 1.5 كغ                                            |TIDE HS JASMINE 1.5KG                                       |TIDE HS JASMINE 1.5KG                                       ||1|1.5|KG|PCS|20.54|21.5|TIDE                ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
240683|8001841014326|تيد اوريجنال سكنت 1.5 كغ                                    |تيد اوريجنال سكنت 1.5 كغ                                    |TIDE HS ORIGINAL SCENT 1.5KG                                |TIDE HS ORIGINAL SCENT 1.5KG                                ||1|1.5|KG|PCS|19.2|21.25|TIDE                ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
240676|8001841014449|أريل 3 كغ                                                   |أريل 3 كغ                                                   |ARIEL HS 3KG                                                |ARIEL HS 3KG                                                ||1|3|KG|PCS|43|47.25|ARIEL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
241086|8001841014470|مسحوق تايد الأصلي 3 كلغ                                     |مسحوق تايد الأصلي 3 كلغ                                     |TIDE LS ORIG POWDER 3KG                                     |TIDE LS ORIG POWDER 3KG                                     ||1|3|KG|PCS|36.33|39.75|TIDE                ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
251749|8001841533469|تيد LS وذ توش أف دوني 3kg                                   |تيد LS وذ توش أف دوني 3kg                                   |TIDE LS WASHING POWDER 3KG                                  |TIDE LS WASHING POWDER 3KG                                  ||1|3|KG|PCS|38.88|41|TIDE                ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
241451|8001841014623|تيد أوتوماتيك اوريجنال 4.5 كغ                               |تيد أوتوماتيك اوريجنال 4.5 كغ                               |TIDE LS ORIGINAL POWDER 4.5KG                               |TIDE LS ORIGINAL POWDER 4.5KG                               ||1|4.5|KG|PCS|54.98|59|TIDE                ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
240562|9501100117601|مسحوق بيرل  هاي فوم مع منعم ملابس برائحة اللافندر  3K.g     |مسحوق بيرل  هاي فوم مع منعم ملابس برائحة اللافندر  3K.g     |PEARL HF LAVENDER+FABCON 3KG                                |PEARL HF LAVENDER+FABCON 3KG                                ||1|3|KG|PCS|32|35.25|PEARL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|0|QATAR DETERGENTS CO.W.L.L.(PEARL)                 |||||||
240679|8001841014531|أريل أوتوماتيك 1.5 كغ                                       |أريل أوتوماتيك 1.5 كغ                                       |ARIEL LS 1.5KG                                              |ARIEL LS 1.5KG                                              ||1|1.5|KG|PCS|23.6|24.5|ARIEL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
241079|8001841014760|أريل LS اوريجنال 6 كغ                                       |أريل LS اوريجنال 6 كغ                                       |ARIEL LS ORIG POWDER 6KG                                    |ARIEL LS ORIG POWDER 6KG                                    ||1|6|KG|PCS|81|89|ARIEL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
241080|8001841015118|أريل LS اوريجنال 9 كغ                                       |أريل LS اوريجنال 9 كغ                                       |ARIEL LS ORIG POWDER 9KG                                    |ARIEL LS ORIG POWDER 9KG                                    ||1|9|KG|PCS|118|129|ARIEL               ||Washing powder - مساحيق الغسيل|Qatar                                   |Qatar                                   |34025021|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
