Item Code-رقم الصنف|Barcode-الباركود|Product Name Arabic-اسم الصنف عربى|Description Arabic-وصف الصنف عربى|Product Name English-اسم الصنف انجليزى|Description English-وصف الصنف انجليزى|Unit Item Barcode-الباركود للوحدة |No Of Unit Items-عدد الوحدات|Unit Weight/size-وزن/سعة الوحدة|Unit UOM-وحدة القياس|Package UOM-وحدة قياس الحزمة-التغليف|Cost Price-سعر التكلفة|Selling Price-سعر البيع|Brand-Trade Mark English-اسم العلامة التجارية انجليزى|Brand-Trade Mark Arabic-اسم العلامة التجارية عربى|MoCI Product Group-المجموعة السلعية - بالوزارة|Country of Oragen Name-اسم بلد المنشأ|Country of Oragen ISO3-كود 3 لبلد المنشأ|HS Code-رمز المنسق الجمركي|Supplier CR-رقم السجل التجارى للمورد|Supplier Name-اسم المورد|Category Level 1-تصنيف السلعة 1|Category Level 2-تصنيف السلعة 2|Category Level 3-تصنيف السلعة 3|Category Level 4-تصنيف السلعة 4|Width-العرض|Height-الطول|Depth-الارتفاع
259669|5255010261544|كي تي إم سباجيتي 1.1 مم 400 جم                              |كي تي إم سباجيتي 1.1 مم 400 جم                              |KTM SPAGHETI 1.1MM 400GM                                    |KTM SPAGHETI 1.1MM 400GM                                    ||1|0.4|KG|PCS|1.75|2|KTM                 ||Macaroni - المكرونة|Qatar                                   |Qatar                                   |19021110|CR.No:36286                             |AL KHALAF TRADING & MARKETING                     |||||||
256734|6194043401260|وردة روسور 500غ                                             |وردة روسور 500غ                                             |WARDA RESSORT 500GM                                         |WARDA RESSORT 500GM                                         ||1|0.5|KG|PCS|5.08|5.5|WARDA               ||Macaroni - المكرونة|Qatar                                   |Qatar                                   |19021110|CR 42109                                |UNIVERSAL BUSINESS LIMITED                        |||||||
266871|6300900380184|الريان سباجيتي 400 جم                                       |الريان سباجيتي 400 جم                                       |AL RAYYAN SAPGHETTI 400GM                                   |AL RAYYAN SAPGHETTI 400GM                                   ||1|0.4|KG|PCS|2.25|2.5|AL RAYYAN           ||Macaroni - المكرونة|Qatar                                   |Qatar                                   |19021110|CR 140828                               |ELITE FOOD INDUSTRY                               |||||||
266950|8691165300047|ديموتا معكرونة سباجيتي 400 جم                               |ديموتا معكرونة سباجيتي 400 جم                               |DEMOTTA PASTA SPAGHETTI 400GM                               |DEMOTTA PASTA SPAGHETTI 400GM                               ||1|0.4|KG|PCS|2.75|3|DEMOTTA             ||Macaroni - المكرونة|Qatar                                   |Qatar                                   |19021110|0|TRANSIND TRADING AND DISTRIBUTION                 |||||||
236615|8690828009020|مكرونة سباقيتي (أوبا) 400 غرام                              |مكرونة سباقيتي (أوبا) 400 غرام                              |OBA SPAGHETTI 400GM                                         |OBA SPAGHETTI 400GM                                         ||1|0.4|KG|PCS|2.94|3.25|OBA                 ||Macaroni - المكرونة|Qatar                                   |Qatar                                   |19021110|                                        |ARIZONA TRADING CO.                               |||||||
259668|5255010261513|كي تي إم سباجيتي 1.2 مم - 400 جم                            |كي تي إم سباجيتي 1.2 مم - 400 جم                            |KTM SPAGHETI 1.2MM 400GM                                    |KTM SPAGHETI 1.2MM 400GM                                    ||1|0.4|KG|PCS|1.75|2|KTM                 ||Macaroni - المكرونة|Qatar                                   |Qatar                                   |19021110|CR.No:36286                             |AL KHALAF TRADING & MARKETING                     |||||||
256736|6194043401062|وردة فل  500غ                                               |وردة فل  500غ                                               |WARDA FELL 1 500GM                                          |WARDA FELL 1 500GM                                          ||1|0.5|KG|PCS|5.08|5.5|WARDA               ||Macaroni - المكرونة|Qatar                                   |Qatar                                   |19021110|CR 42109                                |UNIVERSAL BUSINESS LIMITED                        |||||||
247243|6194003360590|مكرونة سباجتي السنبلة الذهبية رقم 1                         |مكرونة سباجتي السنبلة الذهبية رقم 1                         |LEPIDOR  SPAGHETTI PASTA NO.1 500G                          |LEPIDOR  SPAGHETTI PASTA NO.1 500G                          ||1|0.5|KG|PCS|3.5|4|LEPIDOR             ||Macaroni - المكرونة|Qatar                                   |Qatar                                   |19021110|CR.NO: 107690                           |HARVEST INTERNATIONAL TRADING                     |||||||
219965|3038359002120|بانزانى سباجيتى 1 كج                                        |بانزانى سباجيتى 1 كج                                        |PANZANI SPAGHETTI PASTA 1KG                                 |PANZANI SPAGHETTI PASTA 1KG                                 ||1|1|KG|PCS|11.63|12.5|PANZANI             ||Macaroni - المكرونة|Qatar                                   |Qatar                                   |19021110|0|QATAR NATIONAL IMPORT & EXPORT CO.                |||||||
228559|8004350131041|مكرونة معشش (باستازارا) 500 غرام                            |مكرونة معشش (باستازارا) 500 غرام                            |PASTA ZARA TAGLIATELLE 500GM                                |PASTA ZARA TAGLIATELLE 500GM                                ||1|0.5|KG|PCS|9.63|10.5|PASTAZARA           ||Macaroni - المكرونة|Qatar                                   |Qatar                                   |19021110|                                        |AL MANA & PARTNERS -GENERAL PROD                  |||||||
255945|6191519400185|سنابل   سباقتيى 500 جرام                                    |سنابل   سباقتيى 500 جرام                                    |SANABLE SPAGHETTI 2 500GM                                   |SANABLE SPAGHETTI 2 500GM                                   ||1|0.5|KG|PCS|4|4.5|SANABLE             ||Macaroni - المكرونة|Qatar                                   |Qatar                                   |19021110|CR.NO-19975                             |QATAR TUNISIAN FOOD CO                            |||||||
262221|8008857300771|ريجيا باستا سباجيتي تاجلياتي (77) 500 جم                    |ريجيا باستا سباجيتي تاجلياتي (77) 500 جم                    |RIGGIA PASTA SPAGHETTI TAGLIATI(77) 500GM                   |RIGGIA PASTA SPAGHETTI TAGLIATI(77) 500GM                   ||1|0.5|KG|PCS|5|5.5|RIGGIA              ||Macaroni - المكرونة|Qatar                                   |Qatar                                   |19021110|CR-150548                               |STARDUSTS TRADING COMPANY                         |||||||
154631|12000000133|عبوه بيبسي 330 مل                                           |عبوه بيبسي 330 مل                                           |PEPSI DRINK CAN 330ML                                       |PEPSI DRINK CAN 330ML                                       ||1|0.33|Liter|CAN|2.167|2.25|PEPSI               ||Soft drink - مشروبات غازية|Qatar                                   |Qatar                                   |22021021|0|ALI BIN ALI BEVERAGES WLL                         |||||||
271305|5449000064578|كندا دراي كلوب صودا 330 مل علبة                             |كندا دراي كلوب صودا 330 مل علبة                             |CANADA DRY CLUB SODA 330ML CAN                              |CANADA DRY CLUB SODA 330ML CAN                              ||1|0.33|Liter|PCS|1.5|1.75|CANADA DRY          ||Soft drink - مشروبات غازية|Qatar                                   |Qatar                                   |22021021|0|COCA COLA AL MANA  WLL - SPARKLING                |||||||
216987|5449000218957|شويبس زنجبيل 250 مل                                         |شويبس زنجبيل 250 مل                                         |SCHWEPPES GINGER ALE CAN 250ML                              |SCHWEPPES GINGER ALE CAN 250ML                              ||1|0.25|Liter|PCS|3|3.25|SCHWEPPES           ||Soft drink - مشروبات غازية|Qatar                                   |Qatar                                   |22021021|0|COCA COLA AL MANA  WLL - SPARKLING                |||||||
223308|5449000155337|شوبيس مياه صودا 250 مل                                      |شوبيس مياه صودا 250 مل                                      |SCHWEPPES SODA WATER CAN 250ML                              |SCHWEPPES SODA WATER CAN 250ML                              ||1|0.25|Liter|PCS|2|2|SCHWEPPES           ||Soft drink - مشروبات غازية|Qatar                                   |Qatar                                   |22021021|0|COCA COLA AL MANA  WLL - SPARKLING                |||||||
263758|8712561655026|دوف سائل الاستحمام 250 مل - الإنتعاش                        |دوف سائل الاستحمام 250 مل - الإنتعاش                        |DOVE SHOWER GEL 250ML REVIVE                                |DOVE SHOWER GEL 250ML REVIVE                                ||1|0.25|Liter|PCS|13|14|DOVE                ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
243434|9556111621180|ديتول صابون للجسم فرش 250 مل                                |ديتول صابون للجسم فرش 250 مل                                |DETTOL BODY WASH FRESH 250ML                                |DETTOL BODY WASH FRESH 250ML                                ||1|0.25|Liter|PCS|15.83|17|DETTOL              ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|CR.NO:1899                              |QATAR QUALITY PRODUCTS                            |||||||
271507|6295120055748|ديتول جل استحمام بالعود 250 مل                              |ديتول جل استحمام بالعود 250 مل                              |DETTOL SHOWER GEL OUD 250ML                                 |DETTOL SHOWER GEL OUD 250ML                                 ||1|0.25|Liter|PCS|16.15|17.5|DETTOL              ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|CR.NO:1899                              |QATAR QUALITY PRODUCTS                            |||||||
271508|6295120055984|ديتول جل إستحمام هيدرا كول 250 مل                           |ديتول جل إستحمام هيدرا كول 250 مل                           |DETTOL SHOWER GEL HYDRA COOL 250ML                          |DETTOL SHOWER GEL HYDRA COOL 250ML                          ||1|0.25|Liter|PCS|16.15|17.5|DETTOL              ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|CR.NO:1899                              |QATAR QUALITY PRODUCTS                            |||||||
271509|6295120055755|ديتول جل استحمام بالعود 500 مل                              |ديتول جل استحمام بالعود 500 مل                              |DETTOL SHOWER GEL OUD 500ML                                 |DETTOL SHOWER GEL OUD 500ML                                 ||1|0.5|Liter|PCS|23.95|25.75|DETTOL              ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|CR.NO:1899                              |QATAR QUALITY PRODUCTS                            |||||||
271510|6295120055977|ديتول جل استحمام هيدرا كول 500 مل                           |ديتول جل استحمام هيدرا كول 500 مل                           |DETTOL SHOWER GEL HYDRA COOL 500ML                          |DETTOL SHOWER GEL HYDRA COOL 500ML                          ||1|0.5|Liter|PCS|23.95|25.75|DETTOL              ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|CR.NO:1899                              |QATAR QUALITY PRODUCTS                            |||||||
271511|6295120031308|ديتول جامب جل استحمام منعش 700 مل                           |ديتول جامب جل استحمام منعش 700 مل                           |DETTOL JUMP SHOWER GEL FRESH 700ML                          |DETTOL JUMP SHOWER GEL FRESH 700ML                          ||1|0.7|Liter|PCS|31.18|33.5|DETTOL              ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|CR.NO:1899                              |QATAR QUALITY PRODUCTS                            |||||||
260956|8901030781728|بيرز سائل استحمام طبيعي بالصبار 250 مل – للتخلص من السموم   |بيرز سائل استحمام طبيعي بالصبار 250 مل – للتخلص من السموم   |PEARS NATURAL ALOEVERA DETOXIFYING SHOWER GEL 250ML         |PEARS NATURAL ALOEVERA DETOXIFYING SHOWER GEL 250ML         ||1|0.25|Liter|PCS|10.87|12|PEARS               ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
241812|9556111619002|ديتول – صابون الاستحمام السائل الأصلي 250ملل                |ديتول – صابون الاستحمام السائل الأصلي 250ملل                |DETTOL BODYWASH ORIGINAL 250ML                              |DETTOL BODYWASH ORIGINAL 250ML                              ||1|0.25|Liter|PCS|5|17.5|DETTOL              ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|CR.NO:1899                              |QATAR QUALITY PRODUCTS                            |||||||
262884|8712561593335|دوف سائل الاستحمام 250 مل التغذية العميقة                   |دوف سائل الاستحمام 250 مل التغذية العميقة                   |DOVE SHOWER GEL 250ML DEEP NOURISHING                       |DOVE SHOWER GEL 250ML DEEP NOURISHING                       ||1|0.25|Liter|PCS|13.91|15|DOVE                ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
260955|8901030781711|بيرز سائل استحمام طبيعي بالرمان 250 مل - إشراق              |بيرز سائل استحمام طبيعي بالرمان 250 مل - إشراق              |PEARS NATURAL POMEGRANATE BRIGHTENING SHOWER GEL 250ML      |PEARS NATURAL POMEGRANATE BRIGHTENING SHOWER GEL 250ML      ||1|0.25|Liter|PCS|10.87|12|PEARS               ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
271523|6295120041048|ديتول جامب شاور جل للبشرة الحساسة 700 مل                    |ديتول جامب شاور جل للبشرة الحساسة 700 مل                    |DETTOL JUMP SHOWER GEL SENSITIVE 700ML                      |DETTOL JUMP SHOWER GEL SENSITIVE 700ML                      ||1|0.7|Liter|PCS|31.18|33.75|DETTOL              ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|CR.NO:1899                              |QATAR QUALITY PRODUCTS                            |||||||
270926|8712561611145|دوف شاور جل بخلاصة الخيار والشاي الأخضر 500 مل              |دوف شاور جل بخلاصة الخيار والشاي الأخضر 500 مل              |DOVE SHOWER GEL REFRESHING CUCUMBER & GREEN TEA 500ML       |DOVE SHOWER GEL REFRESHING CUCUMBER & GREEN TEA 500ML       ||1|0.5|Liter|PCS|24.92|26.5|DOVE                ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
259775|6281006564381|لايفبوي رعاية العقل  الجسم غسل 250 مل                       |لايفبوي رعاية العقل  الجسم غسل 250 مل                       |LIFEBUOY MILD CARE BODYWASH 250ML                           |LIFEBUOY MILD CARE BODYWASH 250ML                           ||1|0.25|Liter|PCS|12.52|13.5|LIFEBUOY            ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
243747|9556111621852|ديتول غسول للجسم للعناية بالبشرة  250مل                     |ديتول غسول للجسم للعناية بالبشرة  250مل                     |DETTOL A/BACTERIAL BODY WASH SKIN CARE 250ML                |DETTOL A/BACTERIAL BODY WASH SKIN CARE 250ML                ||1|0.25|Liter|PCS|5|17.5|DETTOL              ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|CR.NO:1899                              |QATAR QUALITY PRODUCTS                            |||||||
262668|8720181137006|أكس شاور جل داكن 250 مل                                     |أكس شاور جل داكن 250 مل                                     |AXE SHOWER GEL DARK TEMPTATION 250ML                        |AXE SHOWER GEL DARK TEMPTATION 250ML                        ||1|0.25|Liter|PCS|12.21|13|AXE                 ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
225726|4005900326683|جل استحمام رجالي نظافة أكثر (نيفيا) 250 مل (BDF01428)       |جل استحمام رجالي نظافة أكثر (نيفيا) 250 مل (BDF01428)       |NIVEA MEN S/GEL ACTIVE CLEAN 250ML(BDF01428)                |NIVEA MEN S/GEL ACTIVE CLEAN 250ML(BDF01428)                ||1|0.25|Liter|PCS|12.31|13.25|NIVEA               ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|0|ABU ISSA MARKETING & DISTRIBUTION(NIVEA)          |||||||
225727|4005900326713|جل استحمام  انتعاش النظافة (نيفيا) 500 مل (BDF01429)        |جل استحمام  انتعاش النظافة (نيفيا) 500 مل (BDF01429)        |NIVEA SHOWER GEL ACTIVE CLEAN 500ML(BDF01429)               |NIVEA SHOWER GEL ACTIVE CLEAN 500ML(BDF01429)               ||1|0.5|Liter|PCS|19.55|21.25|NIVEA               ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|0|ABU ISSA MARKETING & DISTRIBUTION(NIVEA)          |||||||
244500|8714789515670|بالموليف اروما سينسيشن التألق500 مل                         |بالموليف اروما سينسيشن التألق500 مل                         |PALMOLIVE AROMA SENS GLAMOROUS 500ML                        |PALMOLIVE AROMA SENS GLAMOROUS 500ML                        ||1|0.5|Liter|PCS|17.42|18.75|PALMOLIVE           ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |ALI BIN ALI & PARTNERS                            |||||||
263753|8712561655163|دوف سائل الاستحمام 500 مل - الإنتعاش                        |دوف سائل الاستحمام 500 مل - الإنتعاش                        |DOVE SHOWER GEL 500ML REVIVE                                |DOVE SHOWER GEL 500ML REVIVE                                ||1|0.5|Liter|PCS|20.75|22.25|DOVE                ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
257400|8718951367708|بالموليف - جل بالحليب والزيتون 500 مل                       |بالموليف - جل بالحليب والزيتون 500 مل                       |PALMOLIVE S/GEL MILK&OLIVE 500ML                            |PALMOLIVE S/GEL MILK&OLIVE 500ML                            ||1|0.5|Liter|PCS|16.562|18.25|PALMOLIVE           ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |ALI BIN ALI & PARTNERS                            |||||||
271630|8712561611442|دوف شاور جل بخلاصة الخيار والشاي الأخضر 750 مل              |دوف شاور جل بخلاصة الخيار والشاي الأخضر 750 مل              |DOVE SHOWER GEL REFRESHING CUCUMBER & GREEN TEA 750ML       |DOVE SHOWER GEL REFRESHING CUCUMBER & GREEN TEA 750ML       ||1|0.75|Liter|PCS|33.62|35.75|DOVE                ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
245482|5281019032755|"جل استحمام مانجا وبطيخ ""سوفت ويف"" 400 مل                    "|"جل استحمام مانجا وبطيخ ""سوفت ويف"" 400 مل                    "|SOFTWAVE MANGO MELON SHOWERGEL 400ML C24191                 |SOFTWAVE MANGO MELON SHOWERGEL 400ML C24191                 ||1|0.4|Liter|PCS|14|15.25|COSMALINE           ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|0|MODERN HOME (COSMALINE)                           |||||||
263759|8712561593533|دوف سائل الاستحمام 500 مل – التغذية العميقة                 |دوف سائل الاستحمام 500 مل – التغذية العميقة                 |DOVE SHOWER GEL 500ML DEEP NOURISHING                       |DOVE SHOWER GEL 500ML DEEP NOURISHING                       ||1|0.5|Liter|PCS|20.75|22.25|DOVE                ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
261932|8718951452930|بالموليف جل استحمام كلاي ريجوفينيتنج 500مل                  |بالموليف جل استحمام كلاي ريجوفينيتنج 500مل                  |PALMOLIVE SHOWER GEL CLAY REJUVENATING 500ML                |PALMOLIVE SHOWER GEL CLAY REJUVENATING 500ML                ||1|0.5|Liter|PCS|20.42|22.5|PALMOLIVE           ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |ALI BIN ALI & PARTNERS                            |||||||
270127|6085011015407|نــيــفــيــا جل استحمام 500 مل                             |نــيــفــيــا جل استحمام 500 مل                             |NIVEA SHOWER GEL 500ML @SP                                  |NIVEA SHOWER GEL 500ML @SP                                  ||1|0.5|Liter|PCS|14.75|15|NIVEA               ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|0|ABU ISSA MARKETING & DISTRIBUTION(NIVEA)          |||||||
262883|8712561610438|دوف سائل الاستحمام 250 مل لمسة الانتعاش                     |دوف سائل الاستحمام 250 مل لمسة الانتعاش                     |DOVE SHOWER GEL 250ML FRESH TOUCH                           |DOVE SHOWER GEL 250ML FRESH TOUCH                           ||1|0.25|Liter|PCS|13.91|15|DOVE                ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
244498|8714789515656|بالموليف اروما سينسيشن الاسترخاء 250 مل                     |بالموليف اروما سينسيشن الاسترخاء 250 مل                     |PALMOLIVE AROMA SENSATION RELAX 500ML                       |PALMOLIVE AROMA SENSATION RELAX 500ML                       ||1|0.5|Liter|PCS|17.42|18.75|PALMOLIVE           ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |ALI BIN ALI & PARTNERS                            |||||||
262669|8710447276600|أكس شاور جل أسود 250 مل                                     |أكس شاور جل أسود 250 مل                                     |AXE SHOWER GEL BLACK 250ML                                  |AXE SHOWER GEL BLACK 250ML                                  ||1|0.25|Liter|PCS|14.09|15|AXE                 ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
261931|8718951452978|بالموليف جل استحمام ديتوكس 500مل                            |بالموليف جل استحمام ديتوكس 500مل                            |PALMOLIVE SHOWER GEL CLAY DETOX 500ML                       |PALMOLIVE SHOWER GEL CLAY DETOX 500ML                       ||1|0.5|Liter|PCS|20.42|22.5|PALMOLIVE           ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |ALI BIN ALI & PARTNERS                            |||||||
254368|8717163743638|دوف سائل الاستحمام 500 مل – إشراقة متجددة بالطين الوردي     |دوف سائل الاستحمام 500 مل – إشراقة متجددة بالطين الوردي     |DOVE SHOWERGEL RENEW PINK CLAY 500ML                        |DOVE SHOWERGEL RENEW PINK CLAY 500ML                        ||1|0.5|Liter|PCS|26.66|28.5|DOVE                ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
245483|5281019032748|"جل استحمام فراولة وفانيليا ""سوفت ويف"" 400 مل                "|"جل استحمام فراولة وفانيليا ""سوفت ويف"" 400 مل                "|SOFTWAVE SBERRY VANILLA SHOWERGEL 400ML C24192              |SOFTWAVE SBERRY VANILLA SHOWERGEL 400ML C24192              ||1|0.4|Liter|PCS|14|15.25|COSMALINE           ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|0|MODERN HOME (COSMALINE)                           |||||||
245481|5281019028437|"جل استحمام منعش لايت ""سوفت ويف"" 400 مل                      "|"جل استحمام منعش لايت ""سوفت ويف"" 400 مل                      "|SOFTWAVE LIGHT FRESH SHOWERGEL 400ML C24190                 |SOFTWAVE LIGHT FRESH SHOWERGEL 400ML C24190                 ||1|0.4|Liter|PCS|14|15.25|COSMALINE           ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|0|MODERN HOME (COSMALINE)                           |||||||
271271|5281019041061|سوفت ويف جل استحمام بالعنب واللوز 400 مل                    |سوفت ويف جل استحمام بالعنب واللوز 400 مل                    |SOFT WAVE SHOWER GEL GRAPE ALMOND 400ML                     |SOFT WAVE SHOWER GEL GRAPE ALMOND 400ML                     ||1|0.4|Liter|PCS|11|12|COSMALINE           ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|0|MODERN HOME (COSMALINE)                           |||||||
249864|8693495039420|بالموليف جل استحمام جورميه سبا بالفراولة500 مل              |بالموليف جل استحمام جورميه سبا بالفراولة500 مل              |PALMOLIVE GOURMET STRAWBERRY SGEL 500ML                     |PALMOLIVE GOURMET STRAWBERRY SGEL 500ML                     ||1|0.5|Liter|PCS|20.02|21.5|PALMOLIVE           ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |ALI BIN ALI & PARTNERS                            |||||||
254369|8717163684825|دوف سائل الاستحمام 500 مل – تنقية من السموم بالطين الأخضر   |دوف سائل الاستحمام 500 مل – تنقية من السموم بالطين الأخضر   |DOVE SHOWERGEL DETOX GREEN CLAY 500ML                       |DOVE SHOWERGEL DETOX GREEN CLAY 500ML                       ||1|0.5|Liter|PCS|26.663|28.75|DOVE                ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
247018|6281006460485|دوف رغوة استحمام أيروسول 200 مل – بزيت الأرغان              |دوف رغوة استحمام أيروسول 200 مل – بزيت الأرغان              |DOVE AEROSOL MOUSSE ARGAN SHOWERGEL 200ML                   |DOVE AEROSOL MOUSSE ARGAN SHOWERGEL 200ML                   ||1|0.2|Liter|PCS|19.63|22.5|DOVE                ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
231467|6281031259122|جل استحمام كريم العسل (فا) 250 مل                           |جل استحمام كريم العسل (فا) 250 مل                           |FA SG HONEY CREME MEA 250ML                                 |FA SG HONEY CREME MEA 250ML                                 ||1|0.25|Liter|PCS|9.75|10.75|FA                  ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|CR. NO: 63346                           |MUTIARA W.L.L                                     |||||||
257470|8690506494315|دورو سائل استحمام برائحة الليمون 450 مل                     |دورو سائل استحمام برائحة الليمون 450 مل                     |DURU PERFUME SHOWER GEL LILLIUM 450ML                       |DURU PERFUME SHOWER GEL LILLIUM 450ML                       ||1|0.45|Liter|PCS|8.33|9|DURU                ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |ARIZONA TRADING CO.                               |||||||
271515|6295120053409|فيت كريم استحمام نقي 150 مل                                 |فيت كريم استحمام نقي 150 مل                                 |VEET PURE SHOWER CREAM 150ML                                |VEET PURE SHOWER CREAM 150ML                                ||1|0.15|Liter|PCS|28.1|29.75|VEET                ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|CR.NO:1899                              |QATAR QUALITY PRODUCTS                            |||||||
271268|5281019039921|سوفت ويف كريم استحمام مسك جاردينيا 400 مل                   |سوفت ويف كريم استحمام مسك جاردينيا 400 مل                   |SOFT WAVE SHOWER CREAM GARDENIA MUSK 400ML                  |SOFT WAVE SHOWER CREAM GARDENIA MUSK 400ML                  ||1|0.4|Liter|PCS|11|12|COSMALINE           ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|0|MODERN HOME (COSMALINE)                           |||||||
271269|5281019041047|سوفت ويف كريم استحمام بخلاصة الورد والصابون التقليدي 400 مل |سوفت ويف كريم استحمام بخلاصة الورد والصابون التقليدي 400 مل |SOFT WAVE SHOWER CREAM ROSE TRADITIONAL SOAP 400ML          |SOFT WAVE SHOWER CREAM ROSE TRADITIONAL SOAP 400ML          ||1|0.4|Liter|PCS|11|12|COSMALINE           ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|0|MODERN HOME (COSMALINE)                           |||||||
266700|5255010273615|شامبو بانتين ناعم وحريري 700 مل                             |شامبو بانتين ناعم وحريري 700 مل                             |PANTENE SHAM SMOOTH SILKY 700ML @SP                         |PANTENE SHAM SMOOTH SILKY 700ML @SP                         ||1|0.7|Liter|PCS|21.5|21.5|PANTENE             ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
265458|6281006599260|كلير - شامبو لعلاج تساقط الشعر 485 مل                       |كلير - شامبو لعلاج تساقط الشعر 485 مل                       |CLEAR SHAMPOO HAIR FALL 485ML @SP                           |CLEAR SHAMPOO HAIR FALL 485ML @SP                           ||1|0.485|KG|PCS|18.28|18.5|CLEAR               ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
266701|5255010273622|بانتين 2 في 1 شامبو العناية اليومية 700 مل                  |بانتين 2 في 1 شامبو العناية اليومية 700 مل                  |PANTENE 2IN1 SHAM DAILY CARE 700ML @SP                      |PANTENE 2IN1 SHAM DAILY CARE 700ML @SP                      ||1|0.7|Liter|PCS|21.5|21.5|PANTENE             ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |PRIME CONSUMER PRODUCT(ALI BIN ALI)               |||||||
263982|8683130010327|كلير شامبو ضد القشرة 485 مل للرجال ستايل                    |كلير شامبو ضد القشرة 485 مل للرجال ستايل                    |CLEAR ANTI DANDRUFF SHAMPOO 485ML MEN STYLE                 |CLEAR ANTI DANDRUFF SHAMPOO 485ML MEN STYLE                 ||1|0.485|Liter|PCS|24.38|26|CLEAR               ||Personal Care - العناية الشخصية|Qatar                                   |Qatar                                   |33030090|                                        |AL MANA & PARTNERS (LEVER PROD)                   |||||||
